,instruction,input,output
2786,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the free benefits of NUST Freelancer Digital Account?,"Free Issuance of First Cheque book (10 Leaves), Free First Issuance of UnionPay Debit Card, Free First Cheque Book & Debit Card Delivery, Free SMS alerts facility (Digital Transactions), Free accidental Death & Disability Insurance/Takaful up to PKR 2.5 mn on monthly average balance of PKR 100,000."
2787,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the minimum monthly income criterion?,"GOP / Semi Govt. / Autonomous Bodies etc: Permanent, Rs. 35,000/- Contractual, Rs. 45,000/-; Approved Company: Permanent, Rs. 40,000/- Contractual, Rs. 60,000/-; Non-Approved(Salary account with NUST): Rs. 70,000/- Contractual, Rs. 80,000/-."
2788,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What will be the monthly insurance charges on a vehicle valuing Rs.3 million?,"With the current insurance rate of 1.75% per annum, it will be Rs.4,375/- per month. Insurance rate once fixed, shall remain unchanged during the whole tenor of financing."
2789,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the Premature Encashment Penalty on NUST Sahar Term Deposit?,The encashment of NUST Sahar Term Deposit before maturity will be subject to premature encashment penalty as follows: Principal amount x 1.5% per annum on the remaining period of the Term Deposits. Minimum penalty/charges are 1.5% of the principal amount. The penalty amount will be to the extent of profit paid/payable only.
2790,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries","For All NUST Life Banca Products, are brochures available?","Yes, brochures for all NUST Life Banca products are available."
2791,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the principal repayment frequency in Ask Fauri Business Finance?,"AFBF-1: At Maturity, AFBF-2: Monthly / Quarterly, AFBF-3: Upon expiry / redemption, AFBF-4: Upon retirement."
2792,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the processing charges for NUST Flour Mill Finance Application?,"Processing fee will be charged @ 0.15% of total limit(s) processed/approved or Rs. 25,000/- whichever is higher."
2793,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",How will I get update of my House Loan Application?,Our Sales/ front end staff is quite supportive and always there to serve you. You can visit/call or send email at our Customer Services center(s) as well. Email Address: CustomerServices@nustbank.com.pk.
2794,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the current Mark-up rate of Ask Fauri Business Finance?,"AFBF-1: 3MK /COD +1.50%, AFBF-2: 12 MK /COD +2.0%, AFBF-3: As per SOC, AFBF-4: As per SOC."
2795,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the Target Market?,Individuals running a freelance service business
2796,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What other Value-added features does the Little Champs Account have?,"• Attractive returns on savings account
• SMS alert service on digital transactions
• Internet banking services
• Free education insurance plan – Rs.5,000/- per month for 5 years on savings account & Rs.10,000 per month for 5 years on current account in case of the death of the guardian."
2797,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",How to apply for Roshan Digital Account?,"Customer can visit NUST Bank’s website and click on 'Apply for Roshan Digital Account' to open the account. Customer would complete the account opening form and submit the required documents. Customer request to open Roshan Digital Account will be processed in 48 working hours. In case of any discrepancy or requirement of additional information, the bank will contact the customer accordingly as per provided contact details."
2798,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Please tell me about profit payment and calculation?,Profit Payment Frequency: Monthly. Profit Calculation: Monthly Average Balance.
2799,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the profit rate for NUST Waqaar Account - Senior Citizen?,Profit Payment: Monthly. Profit Rate: 0.19.
2800,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the profit rate for NUST Bachat Account?,Profit Payment: Monthly. Profit Rate: 0.19.
2801,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the Profit rate on NAA Savings account?,Current profit rate is 20.50% which is paid Semi Annually.
2802,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the salient features of NUST Waqaar Account?,"• Savings: Minimum Age to qualify: 55 years, Profit Calculation: Monthly Average Balance, Profit Payment Frequency: Monthly, Debit Card & Cheque Book issuance as per prevailing SOC (for linked account), Currency: PKR. • Term Deposit: Tenure: 1 Year, Profit Rate: 0.1675, Profit Payment Frequency: Monthly, Debit Card & Cheque Book issuance as per prevailing SOC."
